"";"key";"numDMI";"Criterio"
"422";"0013a20040ebacc3";"AA0817";"sin datos 1 mes"
"423";"0013a20040ebac9e";"AA0819";"sin datos 1 mes"
"424";"0013a20040ebaca9";"AA0822";"sin datos 1 mes"
"425";"0013a20040ebac85";"AA0826";"sin datos 1 mes"
"426";"0013a20040ebac99";"AA0827";"sin datos 1 mes"
"427";"0013a20040ebac86";"AA0829";"sin datos 1 mes"
"428";"0013a20040ebac87";"AA0830";"sin datos 1 mes"
"429";"0013a20040ebac7e";"AA0831";"sin datos 1 mes"
"430";"0013a20040ebac97";"AA0832";"sin datos 1 mes"
"431";"0013a20040ebac94";"AA0834";"sin datos 1 mes"
"432";"0013a20040ebac88";"AA0835";"sin datos 1 mes"
"433";"0013a20040f5ca94";"AA0836";"sin datos 1 mes"
"434";"0013a20040f5ca8b";"AA0837";"sin datos 1 mes"
"435";"0013a20040f5ca87";"AA0838";"sin datos 1 mes"
"436";"0013a20040f5ca88";"AA0839";"sin datos 1 mes"
"437";"0013a20040f62fd5";"AA0841";"sin datos 1 mes"
"438";"0013a20040f5ca8a";"AA0842";"sin datos 1 mes"
"439";"0013a20040f5ca8c";"AA0843";"sin datos 1 mes"
"440";"0013a20040f5ca92";"AA0845";"sin datos 1 mes"
"441";"0013a20040f5ca8e";"AA0846";"sin datos 1 mes"
"442";"0013a20040f5ca89";"AA0848";"sin datos 1 mes"
"443";"0013a20040f5ca8f";"AA0849";"sin datos 1 mes"
"444";"0013a20040f5ca91";"AA0850";"sin datos 1 mes"
"445";"0013a20040f5ca7c";"AA0851";"sin datos 1 mes"
"446";"0013a20040f5ca7e";"AA0852";"sin datos 1 mes"
"447";"0013a20040f5ca96";"AA0855";"sin datos 1 mes"
"448";"0013a20040f5ca79";"AA0856";"sin datos 1 mes"
"449";"0013a20040f5ca6b";"AA0857";"sin datos 1 mes"
"450";"0013a20040f5ca7a";"AA0860";"sin datos 1 mes"
"451";"0013a20040ebaffa";"AA0861";"sin datos 1 mes"
"452";"0013a20040ebafff";"AA0862";"sin datos 1 mes"
"453";"0013a20040ebb019";"AA0865";"sin datos 1 mes"
"454";"0013a20040ebaff7";"AA0867";"sin datos 1 mes"
"455";"0013a20040ebb00a";"AA0869";"sin datos 1 mes"
"456";"0013a20040ebb000";"AA0870";"sin datos 1 mes"
"457";"0013a20040ebaffd";"AA0871";"sin datos 1 mes"
"458";"0013a20040ebaffc";"AA0872";"sin datos 1 mes"
"459";"0013a20040ebb009";"AA0873";"sin datos 1 mes"
"460";"0013a20040ebaffb";"AA0874";"sin datos 1 mes"
"461";"0013a20040ebaff9";"AA0876";"sin datos 1 mes"
"462";"0013a20040ebb007";"AA0879";"sin datos 1 mes"
"463";"0013a20040ebb005";"AA0880";"sin datos 1 mes"
"464";"0013a20040ebb00e";"AA0882";"sin datos 1 mes"
"465";"0013a20040ebcccf";"AA0883";"sin datos 1 mes"
"466";"0013a20040ebccb2";"AA0885";"sin datos 1 mes"
"467";"0013a20040ebxxxx";"AA0887";"sin datos 1 mes"
"468";"0013a20040ebccbc";"AA0890";"sin datos 1 mes"
"469";"0013a20040ebccb0";"AA0892";"sin datos 1 mes"
"470";"0013a20040ebccaf";"AA0893";"sin datos 1 mes"
"471";"0013a20040ebccb1";"AA0894";"sin datos 1 mes"
"472";"0013a20040ebccd2";"AA0896";"sin datos 1 mes"
"473";"0013a20040ebccc2";"AA0900";"sin datos 1 mes"
"474";"0013a20040ebccd4";"AA0903";"sin datos 1 mes"
"475";"0013a20040ebccc7";"AA0904";"sin datos 1 mes"
"476";"0013a20040ebccc6";"AA0905";"sin datos 1 mes"
"477";"0013a20040ebccd9";"AA0907";"sin datos 1 mes"
"478";"0013a20040ebadd6";"AA0909";"sin datos 1 mes"
"479";"0013a20040ebadd8";"AA0912";"sin datos 1 mes"
"480";"0013a20040ebadd2";"AA0914";"sin datos 1 mes"
"481";"0013a20040ebaddb";"AA0915";"sin datos 1 mes"
"482";"0013a20040ebadda";"AA0917";"sin datos 1 mes"
"483";"0013a20040ebaddd";"AA0919";"sin datos 1 mes"
"484";"0013a20040ebadfb";"AA0920";"sin datos 1 mes"
"485";"0013a20040ebade0";"AA0921";"sin datos 1 mes"
"486";"0013a20040ebadd4";"AA0922";"sin datos 1 mes"
"487";"0013a20040ebade4";"AA0923";"sin datos 1 mes"
"488";"0013a20040ebadb6";"AA0926";"sin datos 1 mes"
"489";"0013a20040ebae00";"AA0927";"sin datos 1 mes"
"490";"0013a20040ebade2";"AA0928";"sin datos 1 mes"
"491";"0013a20040ebade6";"AA0930";"sin datos 1 mes"
"492";"0013a20040ebae01";"AA0931";"sin datos 1 mes"
"493";"0013a20040ebade7";"AA0932";"sin datos 1 mes"
"494";"0013a20040ebacc4";"AA0936";"sin datos 1 mes"
"495";"0013a20040ebacb7";"AA0938";"sin datos 1 mes"
"496";"0013a20040ebacbc";"AA0941";"sin datos 1 mes"
"497";"0013a20040ebaca4";"AA0943";"sin datos 1 mes"
"498";"0013a20040ebaca2";"AA0944";"sin datos 1 mes"
"499";"0013a20040ebacab";"AA0946";"sin datos 1 mes"
"500";"0013a20040ebacc1";"AA0947";"sin datos 1 mes"
"501";"0013a20040ebacba";"AA0948";"sin datos 1 mes"
"502";"0013a20040ebacbb";"AA0949";"sin datos 1 mes"
"503";"0013a20040ebaca1";"AA0950";"sin datos 1 mes"
"504";"0013a20040ebacb5";"AA0952";"sin datos 1 mes"
"505";"0013a20040ebaea4";"AA0953";"sin datos 1 mes"
"506";"0013a20040ebaf30";"AA0960";"sin datos 1 mes"
"507";"0013a20040ebaf3b";"AA0962";"sin datos 1 mes"
"508";"0013a20040ebaf39";"AA0963";"sin datos 1 mes"
"509";"0013a20040ebaf6d";"AA0964";"sin datos 1 mes"
"510";"0013a20040ebb03d";"AA0967";"sin datos 1 mes"
"511";"0013a20040ebb008";"AA0969";"sin datos 1 mes"
"512";"0013a20040ebxxxx";"AA0971";"sin datos 1 mes"
"513";"0013a20040ebaf31";"AA0973";"sin datos 1 mes"
"514";"0013a20040ebaf3f";"AA0974";"sin datos 1 mes"
"515";"0013a20040ebb039";"AA0977";"sin datos 1 mes"
"516";"0013a20040ebb03c";"AA0979";"sin datos 1 mes"
"517";"0013a20040ebb03f";"AA0980";"sin datos 1 mes"
"518";"0013a20040ebb03b";"AA0981";"sin datos 1 mes"
"519";"0013a20040ebb03e";"AA0982";"sin datos 1 mes"
"520";"0013a20040ebb035";"AA0983";"sin datos 1 mes"
"521";"0013a20040ebb03a";"AA0984";"sin datos 1 mes"
"522";"0013a20040ebb02a";"AA0988";"sin datos 1 mes"
"523";"0013a20040ebaf29";"AA0991";"sin datos 1 mes"
"524";"0013a20040ebb028";"AA0993";"sin datos 1 mes"
"525";"0013a20040ebb006";"AA0994";"sin datos 1 mes"
"526";"0013a20040ebb037";"AA0995";"sin datos 1 mes"
"527";"0013a20040ebb031";"AA0997";"sin datos 1 mes"
"528";"0013a20040ebb001";"AA0998";"sin datos 1 mes"
"529";"0013a20040ebaff6";"AA0999";"sin datos 1 mes"
"530";"0013a20040f526d9";"AA1000";"sin datos 1 mes"
"531";"0013a20040ebb036";"AA1001";"sin datos 1 mes"
"532";"0013a20040ebb02f";"AA1004";"sin datos 1 mes"
"533";"0013a20040ebb02e";"AA1006";"sin datos 1 mes"
"534";"0013a20040ebb032";"AA1007";"sin datos 1 mes"
"535";"0013a20040ebb038";"AA1010";"sin datos 1 mes"
"536";"0013a20040ebafd6";"AA1013";"sin datos 1 mes"
"537";"0013a20040ebafeb";"AA1015";"sin datos 1 mes"
"538";"0013a20040ebafe3";"AA1018";"sin datos 1 mes"
"539";"0013a20040ebafe4";"AA1020";"sin datos 1 mes"
"540";"0013a20040ebafe8";"AA1022";"sin datos 1 mes"
"541";"0013a20040ebafdf";"AA1024";"sin datos 1 mes"
"542";"0013a20040ebafd2";"AA1027";"sin datos 1 mes"
"543";"0013a20040ebafd4";"AA1031";"sin datos 1 mes"
"544";"0013a20040ebafd1";"AA1032";"sin datos 1 mes"
"545";"0013a20040ebafe0";"AA1033";"sin datos 1 mes"
"546";"0013a20040ebcab8";"AA1038";"sin datos 1 mes"
"547";"0013a20040ebcab6";"AA1039";"sin datos 1 mes"
"548";"0013a20040ebcab9";"AA1041";"sin datos 1 mes"
"549";"0013a2004102ea02";"AA1045";"sin datos 1 mes"
"550";"0013a20040ebcd58";"AA1048";"sin datos 1 mes"
"551";"0013a2004102ea01";"AA1049";"sin datos 1 mes"
"552";"0013a2004102e84d";"AA1050";"sin datos 1 mes"
"553";"0013a20040ebcd47";"AA1051";"sin datos 1 mes"
"554";"0013a20040ebcd44";"AA1056";"sin datos 1 mes"
"555";"0013a20040ebcd5f";"AA1057";"sin datos 1 mes"
"556";"0013a20040ebb0b6";"AA1058";"sin datos 1 mes"
"557";"0013a20040ebcd28";"AA1060";"sin datos 1 mes"
"558";"0013a20040ebcd5c";"AA1061";"sin datos 1 mes"
"559";"0013a20040ebcd30";"AA1064";"sin datos 1 mes"
"560";"0013a20040ebcd2f";"AA1065";"sin datos 1 mes"
"561";"0013a20040ebcd2d";"AA1067";"sin datos 1 mes"
"562";"0013a20040ebcd33";"AA1069";"sin datos 1 mes"
"563";"0013a20040ebcd24";"AA1070";"sin datos 1 mes"
"564";"0013a20040ebcd29";"AA1071";"sin datos 1 mes"
"565";"0013a20040ebcc8f";"AA1076";"sin datos 1 mes"
"566";"0013a20040ebxxxx";"AA1077";"sin datos 1 mes"
"567";"0013a2004102ea03";"AA1078";"sin datos 1 mes"
"568";"0013a20040ebcab4";"AA1081";"sin datos 1 mes"
"569";"0013a20040ebcc9e";"AA1082";"sin datos 1 mes"
"570";"0013a20040ebcc9c";"AA1083";"sin datos 1 mes"
"571";"0013a20040ebcc99";"AA1085";"sin datos 1 mes"
"572";"0013a20040ebccac";"AA1086";"sin datos 1 mes"
"573";"0013a20040ebcd1e";"AA1087";"sin datos 1 mes"
"574";"0013a2004102e9f5";"AA1090";"sin datos 1 mes"
"575";"0013a2004102e9e6";"AA1092";"sin datos 1 mes"
"576";"0013a20040ebcc96";"AA1096";"sin datos 1 mes"
"577";"0013a20040ebcca2";"AA1097";"sin datos 1 mes"
"578";"0013a2004102e9ff";"AA1100";"sin datos 1 mes"
"579";"0013a20040ebcc9f";"AA1101";"sin datos 1 mes"
"580";"0013a20040ebcd5e";"AA1105";"sin datos 1 mes"
"581";"0013a20040ebccd7";"AA1108";"sin datos 1 mes"
"582";"0013a20040ebb0a7";"AA1111";"sin datos 1 mes"
"583";"0013a20040ebb0ae";"AA1113";"sin datos 1 mes"
"584";"0013a20040ebb0b0";"AA1114";"sin datos 1 mes"
"585";"0013a20040ebb0a8";"AA1115";"sin datos 1 mes"
"586";"0013a20040ebb0ac";"AA1117";"sin datos 1 mes"
"587";"0013a20040ebb0b5";"AA1120";"sin datos 1 mes"
"588";"0013a20040ebb0b2";"AA1121";"sin datos 1 mes"
"589";"0013a20040ebb0a5";"AA1122";"sin datos 1 mes"
"590";"0013a20040ebxxxx";"AA1123";"sin datos 1 mes"
"591";"0013a20040ebcd31";"AA1126";"sin datos 1 mes"
"592";"0013a20040ebb0c3";"AA1128";"sin datos 1 mes"
"593";"0013a20040ebb0b9";"AA1129";"sin datos 1 mes"
"594";"0013a20040ebb0c0";"AA1132";"sin datos 1 mes"
"595";"0013a20040ebb0be";"AA1135";"sin datos 1 mes"
"596";"0013a20040ebaed8";"AA1139";"sin datos 1 mes"
"597";"0013a20040ebaef5";"AA1142";"sin datos 1 mes"
"598";"0013a20040ebb09f";"AA1144";"sin datos 1 mes"
"599";"0013a20040ebb01c";"AA1145";"sin datos 1 mes"
"600";"0013a20040ebb09b";"AA1149";"sin datos 1 mes"
"601";"0013a20040ebb01f";"AA1150";"sin datos 1 mes"
"602";"0013a20040ebb0a2";"AA1151";"sin datos 1 mes"
"603";"0013a20040ebcd42";"AA1152";"sin datos 1 mes"
"604";"0013a20040ebb0a3";"AA1153";"sin datos 1 mes"
"605";"0013a20040ebb09e";"AA1154";"sin datos 1 mes"
"606";"0013a20040ebb0a9";"AA1159";"sin datos 1 mes"
"607";"0013a20040ebb0aa";"AA1160";"sin datos 1 mes"
"608";"0013a20040ebb0a0";"AA1161";"sin datos 1 mes"
"609";"0013a20040ebcd40";"AA1162";"sin datos 1 mes"
"610";"0013a20040ebcd4e";"AA1163";"sin datos 1 mes"
"611";"0013a20040ebcd50";"AA1165";"sin datos 1 mes"
"612";"0013a20040ebcd54";"AA1166";"sin datos 1 mes"
"613";"0013a20040ebcd3e";"AA1168";"sin datos 1 mes"
"614";"0013a20040ebcd4b";"AA1169";"sin datos 1 mes"
"615";"0013a20040ebcd53";"AA1170";"sin datos 1 mes"
"616";"0013a20040ebcd52";"AA1171";"sin datos 1 mes"
"617";"0013a20040ebcd56";"AA1173";"sin datos 1 mes"
"618";"0013a20040ebcd41";"AA1174";"sin datos 1 mes"
"619";"0013a20040ebxxxx";"AA1176";"sin datos 1 mes"
"620";"0013a20040ebcd68";"AA1177";"sin datos 1 mes"
"621";"0013a20040ebcd43";"AA1178";"sin datos 1 mes"
"622";"0013a20040ebcd55";"AA1181";"sin datos 1 mes"
"623";"0013a20040ebcd5b";"AA1185";"sin datos 1 mes"
"624";"0013a20040f62fcc";"AA1186";"sin datos 1 mes"
"625";"0013a20040f62fdf";"AA1188";"sin datos 1 mes"
"626";"0013a20040f62fdc";"AA1190";"sin datos 1 mes"
"627";"0013a20040f62feb";"AA1194";"sin datos 1 mes"
"628";"0013a20040f62fea";"AA1195";"sin datos 1 mes"
"629";"0013a20040f62fce";"AA1197";"sin datos 1 mes"
"630";"0013a20040f6xxxx";"AA1198";"sin datos 1 mes"
"631";"0013a20040f62fd8";"AA1199";"sin datos 1 mes"
"632";"0013a20040f62fe3";"AA1200";"sin datos 1 mes"
"633";"0013a20040ebb0f5";"AA0087";"baja conectividad"
"634";"0013a20040ebae09";"AA0196";"baja conectividad"
"635";"0013a20040ebca58";"AA0267";"baja conectividad"
"636";"0013a20040ebca48";"AA0270";"baja conectividad"
"637";"0013a20040ebc94c";"AA0331";"baja conectividad"
"638";"0013a20040ebca0f";"AA0360";"baja conectividad"
"639";"0013a20040ebc8cb";"AA0387";"baja conectividad"
"640";"0013a20040ebca53";"AA0417";"baja conectividad"
"641";"0013a2004102e86c";"AA0463";"baja conectividad"
"642";"0013a20040ebcd32";"AA0488";"baja conectividad"
"643";"0013a20040ebcd6a";"AA0508";"baja conectividad"
"644";"0013a20040ebaf48";"AA0546";"baja conectividad"
"645";"0013a20040ebccfb";"AA0590";"baja conectividad"
"646";"0013a20040ebaece";"AA0686";"baja conectividad"
"647";"0013a20040ebae22";"AA0723";"baja conectividad"
"648";"0013a20040f5ca95";"AA0847";"baja conectividad"
"649";"0013a20040ebaf2f";"AA0965";"baja conectividad"
"650";"0013a20040ebb036";"AA1001";"baja conectividad"
"651";"0013a20040ebb034";"AA1009";"baja conectividad"
"652";"0013a20040ebcc88";"AA1075";"baja conectividad"
"653";"0013a2004102e9fb";"AA1091";"baja conectividad"
"654";"0013a20040ebcd31";"AA1126";"baja conectividad"
"655";"0013a20040ebaec3";"AA0015";"bateria < 10%"
"656";"0013a20040ebacee";"AA0021";"bateria < 10%"
"657";"0013a20040ebaf96";"AA0028";"bateria < 10%"
"658";"0013a20040ebb19e";"AA0044";"bateria < 10%"
"659";"0013a20040ebb19b";"AA0048";"bateria < 10%"
"660";"0013a20040ebb190";"AA0049";"bateria < 10%"
"661";"0013a20040ebb1c0";"AA0069";"bateria < 10%"
"662";"0013a20040ebb1b5";"AA0082";"bateria < 10%"
"663";"0013a20040ebb0f5";"AA0087";"bateria < 10%"
"664";"0013a20040ebb1d4";"AA0091";"bateria < 10%"
"665";"0013a20040ebb1d6";"AA0108";"bateria < 10%"
"666";"0013a20040ebb1e5";"AA0116";"bateria < 10%"
"667";"0013a20040f5cb08";"AA0129";"bateria < 10%"
"668";"0013a20040f5caf2";"AA0133";"bateria < 10%"
"669";"0013a20040f5ca4e";"AA0143";"bateria < 10%"
"670";"0013a20040f5cb14";"AA0159";"bateria < 10%"
"671";"0013a20040f5ca5b";"AA0167";"bateria < 10%"
"672";"0013a20040f5ca5c";"AA0184";"bateria < 10%"
"673";"0013a20040ebae09";"AA0196";"bateria < 10%"
"674";"0013a20040ebadfa";"AA0200";"bateria < 10%"
"675";"0013a20040ebb1df";"AA0201";"bateria < 10%"
"676";"0013a20040ebaec5";"AA0202";"bateria < 10%"
"677";"0013a20040ebaec1";"AA0213";"bateria < 10%"
"678";"0013a20040ebacc7";"AA0243";"bateria < 10%"
"679";"0013a20040ebacce";"AA0255";"bateria < 10%"
"680";"0013a20040ebca58";"AA0267";"bateria < 10%"
"681";"0013a20040ebca48";"AA0270";"bateria < 10%"
"682";"0013a20040ebca36";"AA0271";"bateria < 10%"
"683";"0013a20040ebca15";"AA0281";"bateria < 10%"
"684";"0013a20040ebc960";"AA0321";"bateria < 10%"
"685";"0013a20040ebc979";"AA0328";"bateria < 10%"
"686";"0013a20040ebc94c";"AA0331";"bateria < 10%"
"687";"0013a20040ebc89b";"AA0338";"bateria < 10%"
"688";"0013a20040ebca0d";"AA0339";"bateria < 10%"
"689";"0013a20040ebca30";"AA0346";"bateria < 10%"
"690";"0013a20040ebca18";"AA0347";"bateria < 10%"
"691";"0013a20040ebca13";"AA0359";"bateria < 10%"
"692";"0013a20040ebca0f";"AA0360";"bateria < 10%"
"693";"0013a20040ebc8a2";"AA0368";"bateria < 10%"
"694";"0013a20040ebc8cb";"AA0387";"bateria < 10%"
"695";"0013a20040ebc8d0";"AA0397";"bateria < 10%"
"696";"0013a20040ebca53";"AA0417";"bateria < 10%"
"697";"0013a20040ebca54";"AA0421";"bateria < 10%"
"698";"0013a20040ebc8c0";"AA0422";"bateria < 10%"
"699";"0013a20040ebc97e";"AA0436";"bateria < 10%"
"700";"0013a20040ebc958";"AA0438";"bateria < 10%"
"701";"0013a2004102e86c";"AA0463";"bateria < 10%"
"702";"0013a2004102e865";"AA0467";"bateria < 10%"
"703";"0013a20040ebcd32";"AA0488";"bateria < 10%"
"704";"0013a20040ebcd35";"AA0489";"bateria < 10%"
"705";"0013a20040ebcd59";"AA0491";"bateria < 10%"
"706";"0013a20040ebcd48";"AA0492";"bateria < 10%"
"707";"0013a20040ebcd65";"AA0502";"bateria < 10%"
"708";"0013a20040ebcd6a";"AA0508";"bateria < 10%"
"709";"0013a20040ebc8ad";"AA0513";"bateria < 10%"
"710";"0013a20040ebaf3d";"AA0536";"bateria < 10%"
"711";"0013a20040ebaf48";"AA0546";"bateria < 10%"
"712";"0013a20040ebaf49";"AA0551";"bateria < 10%"
"713";"0013a20040ebcccd";"AA0565";"bateria < 10%"
"714";"0013a20040ebccdf";"AA0588";"bateria < 10%"
"715";"0013a20040ebccfb";"AA0590";"bateria < 10%"
"716";"0013a20040ebcce5";"AA0599";"bateria < 10%"
"717";"0013a20040ebaece";"AA0686";"bateria < 10%"
"718";"0013a20040ebaeab";"AA0697";"bateria < 10%"
"719";"0013a20040ebaeaf";"AA0710";"bateria < 10%"
"720";"0013a20040ebae15";"AA0720";"bateria < 10%"
"721";"0013a20040ebae22";"AA0723";"bateria < 10%"
"722";"0013a20040ebae11";"AA0728";"bateria < 10%"
"723";"0013a20040ebae13";"AA0733";"bateria < 10%"
"724";"0013a20040f5ca6f";"AA0737";"bateria < 10%"
"725";"0013a20040f5ca86";"AA0754";"bateria < 10%"
"726";"0013a20040f5ca84";"AA0760";"bateria < 10%"
"727";"0013a20040ebaf52";"AA0803";"bateria < 10%"
"728";"0013a20040ebaca6";"AA0814";"bateria < 10%"
"729";"0013a20040ebac8a";"AA0821";"bateria < 10%"
"730";"0013a20040f5ca67";"AA0854";"bateria < 10%"
"731";"0013a20040f5ca7b";"AA0859";"bateria < 10%"
"732";"0013a20040ebb002";"AA0875";"bateria < 10%"
"733";"0013a20040ebccb3";"AA0889";"bateria < 10%"
"734";"0013a20040ebccca";"AA0899";"bateria < 10%"
"735";"0013a20040ebccd0";"AA0906";"bateria < 10%"
"736";"0013a20040ebaf2f";"AA0965";"bateria < 10%"
"737";"0013a20040ebaf6f";"AA0966";"bateria < 10%"
"738";"0013a20040ebb004";"AA0968";"bateria < 10%"
"739";"0013a20040ebb036";"AA1001";"bateria < 10%"
"740";"0013a20040ebb033";"AA1008";"bateria < 10%"
"741";"0013a20040ebb034";"AA1009";"bateria < 10%"
"742";"0013a20040ebafda";"AA1029";"bateria < 10%"
"743";"0013a2004102e9f8";"AA1043";"bateria < 10%"
"744";"0013a2004102e9ed";"AA1046";"bateria < 10%"
"745";"0013a20040ebcd2b";"AA1068";"bateria < 10%"
"746";"0013a20040ebcc90";"AA1074";"bateria < 10%"
"747";"0013a20040ebcc88";"AA1075";"bateria < 10%"
"748";"0013a20040ebcd2a";"AA1089";"bateria < 10%"
"749";"0013a2004102e9fb";"AA1091";"bateria < 10%"
"750";"0013a20040ebccd5";"AA1103";"bateria < 10%"
"751";"0013a20040ebcc9d";"AA1110";"bateria < 10%"
"752";"0013a20040ebb0b1";"AA1116";"bateria < 10%"
"753";"0013a20040ebcd31";"AA1126";"bateria < 10%"
"754";"0013a20040f62fdd";"AA1191";"bateria < 10%"
"755";"0013a20040ebaf6f";"AA0966";"sensor defectuoso"
