key;numDMI;Criterio
0013a20040ebafe3;AA1018;sin datos 1 mes
0013a20040ebafe4;AA1020;sin datos 1 mes
0013a20040ebafe8;AA1022;sin datos 1 mes
0013a20040ebafdf;AA1024;sin datos 1 mes
0013a20040ebafd2;AA1027;sin datos 1 mes
0013a20040ebafd4;AA1031;sin datos 1 mes
0013a20040ebafd1;AA1032;sin datos 1 mes
0013a20040ebafe0;AA1033;sin datos 1 mes
0013a20040ebcab8;AA1038;sin datos 1 mes
0013a20040ebcab6;AA1039;sin datos 1 mes
0013a20040ebcab9;AA1041;sin datos 1 mes
0013a2004102ea02;AA1045;sin datos 1 mes
0013a20040ebcd58;AA1048;sin datos 1 mes
0013a2004102ea01;AA1049;sin datos 1 mes
0013a2004102e84d;AA1050;sin datos 1 mes
0013a20040ebcd47;AA1051;sin datos 1 mes
0013a20040ebcd44;AA1056;sin datos 1 mes
0013a20040ebcd5f;AA1057;sin datos 1 mes
0013a20040ebb0b6;AA1058;sin datos 1 mes
0013a20040ebcd28;AA1060;sin datos 1 mes
0013a20040ebcd5c;AA1061;sin datos 1 mes
0013a20040ebcd30;AA1064;sin datos 1 mes
0013a20040ebcd2f;AA1065;sin datos 1 mes
0013a20040ebcd2d;AA1067;sin datos 1 mes
0013a20040ebcd33;AA1069;sin datos 1 mes
0013a20040ebcd24;AA1070;sin datos 1 mes
0013a20040ebcd29;AA1071;sin datos 1 mes
0013a20040ebcc8f;AA1076;sin datos 1 mes
0013a20040ebxxxx;AA1077;sin datos 1 mes
0013a2004102ea03;AA1078;sin datos 1 mes
0013a20040ebcab4;AA1081;sin datos 1 mes
0013a20040ebcc9e;AA1082;sin datos 1 mes
0013a20040ebcc9c;AA1083;sin datos 1 mes
0013a20040ebcc99;AA1085;sin datos 1 mes
0013a20040ebccac;AA1086;sin datos 1 mes
0013a20040ebcd1e;AA1087;sin datos 1 mes
0013a2004102e9f5;AA1090;sin datos 1 mes
0013a2004102e9e6;AA1092;sin datos 1 mes
0013a20040ebcc96;AA1096;sin datos 1 mes
0013a20040ebcca2;AA1097;sin datos 1 mes
0013a2004102e9ff;AA1100;sin datos 1 mes
0013a20040ebcc9f;AA1101;sin datos 1 mes
0013a20040ebcd5e;AA1105;sin datos 1 mes
0013a20040ebccd7;AA1108;sin datos 1 mes
0013a20040ebb0a7;AA1111;sin datos 1 mes
0013a20040ebb0ae;AA1113;sin datos 1 mes
0013a20040ebb0b0;AA1114;sin datos 1 mes
0013a20040ebb0a8;AA1115;sin datos 1 mes
0013a20040ebb0ac;AA1117;sin datos 1 mes
0013a20040ebb0b5;AA1120;sin datos 1 mes
0013a20040ebb0b2;AA1121;sin datos 1 mes
0013a20040ebb0a5;AA1122;sin datos 1 mes
0013a20040ebxxxx;AA1123;sin datos 1 mes
0013a20040ebcd31;AA1126;sin datos 1 mes
0013a20040ebb0c3;AA1128;sin datos 1 mes
0013a20040ebb0b9;AA1129;sin datos 1 mes
0013a20040ebb0c0;AA1132;sin datos 1 mes
0013a20040ebb0be;AA1135;sin datos 1 mes
0013a20040ebaed8;AA1139;sin datos 1 mes
0013a20040ebaef5;AA1142;sin datos 1 mes
0013a20040ebb09f;AA1144;sin datos 1 mes
0013a20040ebb01c;AA1145;sin datos 1 mes
0013a20040ebb09b;AA1149;sin datos 1 mes
0013a20040ebb01f;AA1150;sin datos 1 mes
0013a20040ebb0a2;AA1151;sin datos 1 mes
0013a20040ebcd42;AA1152;sin datos 1 mes
0013a20040ebb0a3;AA1153;sin datos 1 mes
0013a20040ebb09e;AA1154;sin datos 1 mes
0013a20040ebb0a9;AA1159;sin datos 1 mes
0013a20040ebb0aa;AA1160;sin datos 1 mes
0013a20040ebb0a0;AA1161;sin datos 1 mes
0013a20040ebcd40;AA1162;sin datos 1 mes
0013a20040ebcd4e;AA1163;sin datos 1 mes
0013a20040ebcd50;AA1165;sin datos 1 mes
0013a20040ebcd54;AA1166;sin datos 1 mes
0013a20040ebcd3e;AA1168;sin datos 1 mes
0013a20040ebcd4b;AA1169;sin datos 1 mes
0013a20040ebcd53;AA1170;sin datos 1 mes
0013a20040ebcd52;AA1171;sin datos 1 mes
0013a20040ebcd56;AA1173;sin datos 1 mes
0013a20040ebcd41;AA1174;sin datos 1 mes
0013a20040ebxxxx;AA1176;sin datos 1 mes
0013a20040ebcd68;AA1177;sin datos 1 mes
0013a20040ebcd43;AA1178;sin datos 1 mes
0013a20040ebcd55;AA1181;sin datos 1 mes
0013a20040ebcd5b;AA1185;sin datos 1 mes
0013a20040f62fcc;AA1186;sin datos 1 mes
0013a20040f62fdf;AA1188;sin datos 1 mes
0013a20040f62fdc;AA1190;sin datos 1 mes
0013a20040f62feb;AA1194;sin datos 1 mes
0013a20040f62fea;AA1195;sin datos 1 mes
0013a20040f62fce;AA1197;sin datos 1 mes
0013a20040f6xxxx;AA1198;sin datos 1 mes
0013a20040f62fd8;AA1199;sin datos 1 mes
0013a20040f62fe3;AA1200;sin datos 1 mes
0013a20040ebb0f5;AA0087;baja conectividad
0013a20040ebae09;AA0196;baja conectividad
0013a20040ebca58;AA0267;baja conectividad
0013a20040ebca48;AA0270;baja conectividad
0013a20040ebc94c;AA0331;baja conectividad
0013a20040ebca0f;AA0360;baja conectividad
0013a20040ebc8cb;AA0387;baja conectividad
0013a20040ebca53;AA0417;baja conectividad
0013a2004102e86c;AA0463;baja conectividad
0013a20040ebcd32;AA0488;baja conectividad
0013a20040ebcd6a;AA0508;baja conectividad
0013a20040ebaf48;AA0546;baja conectividad
0013a20040ebccfb;AA0590;baja conectividad
0013a20040ebaece;AA0686;baja conectividad
0013a20040ebae22;AA0723;baja conectividad
0013a20040f5ca95;AA0847;baja conectividad
0013a20040ebaf2f;AA0965;baja conectividad
0013a20040ebb036;AA1001;baja conectividad
0013a20040ebb034;AA1009;baja conectividad
0013a20040ebcc88;AA1075;baja conectividad
0013a2004102e9fb;AA1091;baja conectividad
0013a20040ebcd31;AA1126;baja conectividad
0013a20040ebaec3;AA0015;bateria < 10%
0013a20040ebacee;AA0021;bateria < 10%
0013a20040ebaf96;AA0028;bateria < 10%
0013a20040ebb19e;AA0044;bateria < 10%
0013a20040ebb19b;AA0048;bateria < 10%
0013a20040ebb190;AA0049;bateria < 10%
0013a20040ebb1c0;AA0069;bateria < 10%
0013a20040ebb1b5;AA0082;bateria < 10%
0013a20040ebb0f5;AA0087;bateria < 10%
0013a20040ebb1d4;AA0091;bateria < 10%
0013a20040ebb1d6;AA0108;bateria < 10%
0013a20040ebb1e5;AA0116;bateria < 10%
0013a20040f5cb08;AA0129;bateria < 10%
0013a20040f5caf2;AA0133;bateria < 10%
0013a20040f5ca4e;AA0143;bateria < 10%
0013a20040f5cb14;AA0159;bateria < 10%
0013a20040f5ca5b;AA0167;bateria < 10%
0013a20040f5ca5c;AA0184;bateria < 10%
0013a20040ebae09;AA0196;bateria < 10%
0013a20040ebadfa;AA0200;bateria < 10%
0013a20040ebb1df;AA0201;bateria < 10%
0013a20040ebaec5;AA0202;bateria < 10%
0013a20040ebaec1;AA0213;bateria < 10%
0013a20040ebacc7;AA0243;bateria < 10%
0013a20040ebacce;AA0255;bateria < 10%
0013a20040ebca58;AA0267;bateria < 10%
0013a20040ebca48;AA0270;bateria < 10%
0013a20040ebca36;AA0271;bateria < 10%
0013a20040ebca15;AA0281;bateria < 10%
0013a20040ebc960;AA0321;bateria < 10%
0013a20040ebc979;AA0328;bateria < 10%
0013a20040ebc94c;AA0331;bateria < 10%
0013a20040ebc89b;AA0338;bateria < 10%
0013a20040ebca0d;AA0339;bateria < 10%
0013a20040ebca30;AA0346;bateria < 10%
0013a20040ebca18;AA0347;bateria < 10%
0013a20040ebca13;AA0359;bateria < 10%
0013a20040ebca0f;AA0360;bateria < 10%
0013a20040ebc8a2;AA0368;bateria < 10%
0013a20040ebc8cb;AA0387;bateria < 10%
0013a20040ebc8d0;AA0397;bateria < 10%
0013a20040ebca53;AA0417;bateria < 10%
0013a20040ebca54;AA0421;bateria < 10%
0013a20040ebc8c0;AA0422;bateria < 10%
0013a20040ebc97e;AA0436;bateria < 10%
0013a20040ebc958;AA0438;bateria < 10%
0013a2004102e86c;AA0463;bateria < 10%
0013a2004102e865;AA0467;bateria < 10%
0013a20040ebcd32;AA0488;bateria < 10%
0013a20040ebcd35;AA0489;bateria < 10%
0013a20040ebcd59;AA0491;bateria < 10%
0013a20040ebcd48;AA0492;bateria < 10%
0013a20040ebcd65;AA0502;bateria < 10%
0013a20040ebcd6a;AA0508;bateria < 10%
0013a20040ebc8ad;AA0513;bateria < 10%
0013a20040ebaf3d;AA0536;bateria < 10%
0013a20040ebaf48;AA0546;bateria < 10%
0013a20040ebaf49;AA0551;bateria < 10%
0013a20040ebcccd;AA0565;bateria < 10%
0013a20040ebccdf;AA0588;bateria < 10%
0013a20040ebccfb;AA0590;bateria < 10%
0013a20040ebcce5;AA0599;bateria < 10%
0013a20040ebaece;AA0686;bateria < 10%
0013a20040ebaeab;AA0697;bateria < 10%
0013a20040ebaeaf;AA0710;bateria < 10%
0013a20040ebae15;AA0720;bateria < 10%
0013a20040ebae22;AA0723;bateria < 10%
0013a20040ebae11;AA0728;bateria < 10%
0013a20040ebae13;AA0733;bateria < 10%
0013a20040f5ca6f;AA0737;bateria < 10%
0013a20040f5ca86;AA0754;bateria < 10%
0013a20040f5ca84;AA0760;bateria < 10%
0013a20040ebaf52;AA0803;bateria < 10%
0013a20040ebaca6;AA0814;bateria < 10%
0013a20040ebac8a;AA0821;bateria < 10%
0013a20040f5ca67;AA0854;bateria < 10%
0013a20040f5ca7b;AA0859;bateria < 10%
0013a20040ebb002;AA0875;bateria < 10%
0013a20040ebccb3;AA0889;bateria < 10%
0013a20040ebccca;AA0899;bateria < 10%
0013a20040ebccd0;AA0906;bateria < 10%
0013a20040ebaf2f;AA0965;bateria < 10%
0013a20040ebaf6f;AA0966;bateria < 10%
0013a20040ebb004;AA0968;bateria < 10%
0013a20040ebb036;AA1001;bateria < 10%
0013a20040ebb033;AA1008;bateria < 10%
0013a20040ebb034;AA1009;bateria < 10%
0013a20040ebafda;AA1029;bateria < 10%
0013a2004102e9f8;AA1043;bateria < 10%
0013a2004102e9ed;AA1046;bateria < 10%
0013a20040ebcd2b;AA1068;bateria < 10%
0013a20040ebcc90;AA1074;bateria < 10%
0013a20040ebcc88;AA1075;bateria < 10%
0013a20040ebcd2a;AA1089;bateria < 10%
0013a2004102e9fb;AA1091;bateria < 10%
0013a20040ebccd5;AA1103;bateria < 10%
0013a20040ebcc9d;AA1110;bateria < 10%
0013a20040ebb0b1;AA1116;bateria < 10%
0013a20040ebcd31;AA1126;bateria < 10%
0013a20040f62fdd;AA1191;bateria < 10%
0013a20040ebaf6f;AA0966;sensor defectuoso
